Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttendanceScore
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,1321,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,4.0,4.0,3.0,3,4,0 days 07:42:05.402489626
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1322,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,2.0,4.0,3.0,3,3,0 days 06:15:43.549586776
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1323,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,1.0,1.0,2.0,3,3,0 days 07:29:22.464435146
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,1,1324,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6,1.0,3.0,,3,3,0 days 08:13:06.441176470
54,No,Non-Travel,Research & Development,9,3,Life Sciences,1,1325,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,4.0,4.0,3.0,3,3,0 days 08:08:35.086956521
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1326,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,2.0,3.0,3.0,3,3,0 days 06:29:16.844537815
34,No,Travel_Rarely,Sales,4,3,Marketing,1,1327,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,3.0,2.0,3.0,3,3,0 days 05:59:59.658227848
37,No,Travel_Rarely,Sales,6,1,Technical Degree,1,1328,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,3.0,4.0,3.0,3,3,0 days 06:13:18.094827586
34,No,Travel_Rarely,Sales,9,2,Medical,1,1329,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,3.0,1.0,3.0,3,4,0 days 07:51:20.609243697
36,No,Travel_Frequently,Human Resources,7,3,Medical,1,1330,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,2.0,4.0,3.0,3,3,0 days 07:59:04.957983193
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,1331,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,1.0,4.0,3.0,3,3,0 days 07:29:59.533613445
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,1332,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,3.0,4.0,4.0,3,3,0 days 08:42:10.617021276
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1333,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,1.0,3.0,2.0,3,4,0 days 07:54:42.523809523
33,No,Non-Travel,Sales,7,3,Life Sciences,1,1334,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,3.0,2.0,4.0,3,4,0 days 06:42:30.761316872
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1335,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,2.0,2.0,3.0,1,3,0 days 09:00:48
51,No,Travel_Rarely,Research & Development,3,2,Other,1,1336,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,1.0,3.0,3.0,3,3,0 days 06:41:11.020833333
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1337,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,2.0,3.0,2.0,3,4,0 days 08:23:53.403433476
26,No,Travel_Rarely,Sales,17,3,Medical,1,1338,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3,3.0,2.0,2.0,2,3,0 days 07:41:06.444915254
58,Yes,Travel_Rarely,Sales,2,2,Medical,1,1339,Female,1,Research Scientist,Married,43850,1.0,Y,13,8,1,40.0,2,40,15,6,4.0,4.0,2.0,2,3,0 days 07:32:53.047008547
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1340,Male,1,Manager,Single,53320,1.0,Y,23,8,1,0.0,2,0,0,0,4.0,3.0,2.0,3,4,0 days 09:21:49.974895397
22,No,Travel_Rarely,Sales,29,4,Technical Degree,1,1341,Male,1,Sales Executive,Married,46630,0.0,Y,13,8,1,3.0,1,2,2,1,3.0,4.0,3.0,3,3,0 days 06:22:47.322033898
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1342,Female,1,Sales Executive,Married,47240,1.0,Y,11,8,1,16.0,3,15,5,11,3.0,1.0,2.0,2,3,0 days 07:11:39.933333333
43,No,Travel_Frequently,Sales,2,2,Life Sciences,1,1343,Male,1,Sales Executive,Single,32110,4.0,Y,13,8,0,18.0,2,3,1,2,2.0,3.0,3.0,4,3,0 days 07:58:43.012931034
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,1,1344,Male,2,Sales Executive,Single,53770,4.0,Y,14,8,1,16.0,3,2,2,1,3.0,4.0,3.0,4,3,0 days 07:04:49.393305439
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,1345,Female,2,Sales Executive,Married,40660,3.0,Y,22,8,0,4.0,2,2,2,2,2.0,3.0,3.0,2,4,0 days 08:24:21.681632653
41,No,Travel_Rarely,Research & Development,17,2,Other,1,1346,Male,1,Manufacturing Director,Divorced,52080,3.0,Y,11,8,3,12.0,2,9,0,7,3.0,3.0,3.0,1,3,0 days 08:07:07.868995633
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1347,Male,2,Sales Executive,Married,48770,1.0,Y,13,8,1,8.0,5,8,5,7,3.0,3.0,3.0,4,3,0 days 07:57:00.390756302
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,1348,Male,2,Research Scientist,Divorced,31170,6.0,Y,21,8,1,7.0,2,3,0,1,2.0,2.0,3.0,4,4,0 days 06:47:56.444915254
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1,1349,Female,1,Manager,Single,15690,2.0,Y,11,8,0,18.0,2,4,0,3,1.0,4.0,3.0,4,3,0 days 07:11:23.916666666
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1350,Female,1,Research Scientist,Married,196580,4.0,Y,13,8,1,17.0,3,15,5,9,4.0,3.0,4.0,4,3,0 days 07:52:37.253061224
25,No,Travel_Rarely,Sales,29,1,Medical,1,1351,Female,3,Research Scientist,Married,30690,2.0,Y,14,8,1,6.0,3,2,2,2,1.0,3.0,3.0,2,3,0 days 07:47:35.877118644
30,No,Travel_Rarely,Research & Development,21,1,Medical,1,1352,Male,2,Laboratory Technician,Married,104350,0.0,Y,11,8,0,12.0,5,11,4,7,3.0,4.0,1.0,3,3,0 days 09:59:42.744588744
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1353,Female,2,Research Director,Single,41480,7.0,Y,15,8,0,10.0,0,5,0,4,1.0,1.0,4.0,2,3,0 days 07:54:06.185950413
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,1354,Female,2,Healthcare Representative,Single,57680,5.0,Y,23,8,1,9.0,4,6,0,3,3.0,4.0,2.0,3,4,0 days 07:22:26.860869565
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1355,Female,2,Research Director,Single,50420,3.0,Y,16,8,1,19.0,4,3,2,2,4.0,3.0,3.0,3,3,0 days 10:24:57.264227642
30,No,Travel_Rarely,Sales,13,3,Marketing,1,1356,Female,2,Laboratory Technician,Single,57700,1.0,Y,16,8,1,5.0,2,5,0,4,1.0,3.0,2.0,4,3,0 days 06:40:49.059574468
32,No,Travel_Frequently,Sales,2,3,Marketing,1,1357,Male,3,Laboratory Technician,Divorced,77560,0.0,Y,21,8,0,9.0,3,8,0,7,4.0,4.0,4.0,3,4,0 days 06:30:21.522821576
30,No,Travel_Rarely,Research & Development,1,3,Medical,1,1358,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2,4.0,1.0,3.0,3,3,0 days 06:43:15.491228070
30,No,Travel_Rarely,Sales,9,3,Medical,1,1359,Male,2,Research Scientist,Single,39360,0.0,Y,11,8,1,6.0,3,5,1,2,2.0,4.0,3.0,3,3,0 days 06:23:38.456140350
41,No,Travel_Frequently,Sales,10,2,Medical,1,1360,Female,3,Manufacturing Director,Divorced,79450,4.0,Y,12,8,1,21.0,6,7,7,7,4.0,1.0,2.0,2,3,0 days 07:19:08.314049586
41,No,Travel_Rarely,Research & Development,10,4,Medical,1,1361,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4,3.0,1.0,3.0,4,3,0 days 08:00:58.110638297
19,No,Travel_Rarely,Research & Development,1,3,Other,1,1362,Female,5,Manufacturing Director,Single,152020,1.0,Y,18,8,3,1.0,2,1,0,0,2.0,2.0,3.0,2,3,0 days 06:22:48.049586776
40,No,Travel_Frequently,Research & Development,26,4,Medical,1,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,Y,12,8,1,20.0,2,20,2,13,2.0,2.0,3.0,3,3,0 days 07:00:14.258771929
35,No,Travel_Rarely,Sales,8,1,Marketing,1,1364,Female,3,Laboratory Technician,Married,37600,1.0,Y,14,8,3,10.0,2,10,0,6,3.0,2.0,3.0,3,3,0 days 07:23:42.491379310
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1,1365,Female,5,Manufacturing Director,Married,35170,2.0,Y,12,8,1,13.0,1,7,4,5,2.0,3.0,1.0,2,3,0 days 10:53:35.405172413
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1,1366,Male,1,Research Scientist,Divorced,25800,8.0,Y,17,8,3,20.0,3,17,0,15,2.0,2.0,1.0,3,3,0 days 06:47:26.669565217
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1,1367,Female,1,Manufacturing Director,Single,21660,1.0,Y,19,8,1,9.0,4,9,3,7,2.0,4.0,3.0,1,3,0 days 07:54:26.646808510
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1,1368,Male,3,Healthcare Representative,Married,58690,1.0,Y,11,8,1,10.0,6,10,0,9,4.0,3.0,3.0,4,3,0 days 06:05:47.665254237
51,No,Travel_Rarely,Research & Development,1,3,Other,1,1369,Female,3,Research Director,Married,80080,2.0,Y,15,8,1,10.0,4,1,0,0,2.0,3.0,3.0,3,3,0 days 07:34:24.833333333
58,No,Travel_Rarely,Sales,3,3,Marketing,1,1370,Female,1,Research Scientist,Married,52060,4.0,Y,11,8,3,9.0,4,1,0,0,2.0,2.0,2.0,1,3,0 days 09:59:19.040650406
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1,1371,Male,4,Laboratory Technician,Married,52950,7.0,Y,18,8,0,15.0,4,12,2,11,3.0,4.0,2.0,3,3,0 days 06:11:45.324561403
34,No,Travel_Frequently,Sales,24,4,Marketing,1,1372,Male,2,Manufacturing Director,Married,164130,6.0,Y,16,8,0,6.0,1,4,1,2,3.0,3.0,3.0,3,3,0 days 06:58:39.284482758
22,No,Travel_Rarely,Research & Development,3,3,Medical,1,1373,Male,1,Laboratory Technician,Married,132690,1.0,Y,25,8,1,2.0,2,2,2,2,3.0,4.0,3.0,3,4,0 days 07:40:40.078189300
27,No,Non-Travel,Research & Development,3,3,Medical,1,1374,Male,1,Healthcare Representative,Divorced,27830,6.0,Y,16,8,1,6.0,2,2,2,2,4.0,2.0,1.0,4,3,0 days 06:18:01.794117647
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1,1375,Male,2,Healthcare Representative,Married,54330,1.0,Y,13,8,1,5.0,4,5,0,2,3.0,4.0,1.0,2,3,0 days 06:31:57.874458874
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1376,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4,3.0,4.0,1.0,3,3,0 days 10:52:28.146341463
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1377,Male,1,Manufacturing Director,Divorced,139660,1.0,Y,19,8,0,1.0,1,1,0,1,3.0,3.0,2.0,3,3,0 days 10:36:53.098765432
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1378,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4,3.0,2.0,3.0,4,3,0 days 06:12:31.042918454
41,No,Travel_Rarely,Sales,7,4,Marketing,1,1379,Male,4,Laboratory Technician,Divorced,68420,4.0,Y,12,8,1,13.0,3,9,1,8,1.0,3.0,3.0,3,3,0 days 06:11:13.779220779
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1,1380,Female,1,Manager,Married,174260,2.0,Y,12,8,1,12.0,0,10,7,4,2.0,4.0,3.0,2,3,0 days 06:54:32.918103448
38,No,Travel_Rarely,Sales,1,1,Medical,1,1381,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7,1.0,4.0,4.0,2,3,0 days 06:19:25.600000
32,No,Travel_Rarely,Research & Development,20,3,Medical,1,1382,Female,1,Manufacturing Director,Single,45810,3.0,Y,14,8,1,8.0,3,5,1,4,3.0,3.0,3.0,3,3,0 days 06:56:02.150862068
27,No,Travel_Rarely,Research & Development,5,4,Medical,1,1383,Male,2,Healthcare Representative,Married,47350,0.0,Y,13,8,0,6.0,2,5,1,1,3.0,2.0,2.0,3,3,0 days 08:53:05.833333333
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,1384,Male,2,Healthcare Representative,Single,41870,0.0,Y,22,8,1,1.0,4,0,0,0,3.0,1.0,4.0,3,4,0 days 07:30:36.630434782
36,No,Travel_Frequently,Sales,25,3,Marketing,1,1385,Female,2,Research Director,Single,55050,4.0,Y,21,8,2,13.0,3,8,7,2,4.0,2.0,2.0,3,4,0 days 07:24:25.073275862
30,No,Non-Travel,Sales,1,3,Medical,1,1386,Female,1,Sales Executive,Divorced,54700,1.0,Y,18,8,1,12.0,2,12,6,10,3.0,1.0,3.0,3,3,0 days 06:48:32.480851063
45,No,Travel_Rarely,Research & Development,24,2,Medical,1,1387,Male,2,Sales Executive,Divorced,54760,4.0,Y,13,8,1,9.0,3,5,0,3,3.0,1.0,4.0,3,3,0 days 08:07:30.587982832
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1388,Male,4,Manager,Divorced,25870,4.0,Y,12,8,0,19.0,2,2,2,2,3.0,1.0,3.0,2,3,0 days 08:16:59.807377049
33,No,Travel_Rarely,Research & Development,2,2,Medical,1,1389,Male,1,Sales Executive,Single,24400,0.0,Y,18,8,3,4.0,4,3,0,2,3.0,4.0,4.0,3,3,0 days 06:47:23.705627705
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1390,Male,2,Sales Executive,Single,159720,1.0,Y,21,8,0,1.0,2,1,1,0,2.0,4.0,2.0,3,4,0 days 07:12:29.038961038
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1391,Female,2,Laboratory Technician,Divorced,153790,1.0,Y,12,8,0,24.0,1,24,15,7,2.0,1.0,3.0,1,3,0 days 06:55:18.085106382
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1,1392,Male,1,Manufacturing Director,Single,70820,1.0,Y,14,8,0,2.0,3,2,2,1,3.0,4.0,3.0,4,3,0 days 07:55:51.041841004
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1393,Male,2,Sales Representative,Married,27280,8.0,Y,11,8,0,7.0,3,4,0,2,3.0,4.0,3.0,4,3,0 days 10:21:45.240506329
34,No,Travel_Rarely,Sales,9,3,Marketing,1,1394,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2,4.0,2.0,3.0,3,3,0 days 06:14:52.004166666
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1395,Male,5,Laboratory Technician,Single,53470,1.0,Y,24,8,1,4.0,1,4,0,2,2.0,2.0,2.0,3,4,0 days 10:07:12.567346938
50,No,Travel_Rarely,Sales,19,4,Marketing,1,1396,Male,3,Sales Executive,Married,31950,2.0,Y,11,8,0,5.0,4,3,0,2,3.0,3.0,2.0,2,3,0 days 06:46:49.769565217
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1397,Male,1,Manager,Divorced,39890,1.0,Y,13,8,0,5.0,2,4,1,3,4.0,1.0,3.0,3,3,0 days 06:06:58.983193277
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1398,Male,1,Human Resources,Married,33060,1.0,Y,11,8,3,8.0,6,8,1,6,4.0,2.0,3.0,1,3,0 days 07:31:18.326530612
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1399,Female,2,Sales Executive,Married,70050,1.0,Y,20,8,2,21.0,2,20,9,9,4.0,3.0,3.0,3,4,0 days 06:12:22.915254237
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1400,Female,2,Laboratory Technician,Single,26550,8.0,Y,17,8,0,36.0,0,24,2,15,3.0,2.0,3.0,2,3,0 days 06:06:18.182978723
34,No,Travel_Frequently,Human Resources,7,4,Other,1,1401,Female,1,Research Scientist,Married,13930,1.0,Y,11,8,2,10.0,4,10,1,9,4.0,3.0,2.0,4,3,0 days 06:48:02.066079295
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1,1402,Male,2,Sales Representative,Single,25700,3.0,Y,18,8,0,21.0,2,7,1,0,4.0,2.0,3.0,3,3,0 days 07:23:36.590517241
52,No,Travel_Rarely,Research & Development,2,4,Medical,1,1403,Female,2,Sales Representative,Married,35370,0.0,Y,11,8,1,34.0,3,33,11,9,3.0,3.0,3.0,3,3,0 days 06:18:04.061403508
27,No,Travel_Rarely,Sales,15,3,Marketing,1,1404,Male,1,Research Scientist,Single,39860,1.0,Y,12,8,2,7.0,3,7,0,3,4.0,2.0,2.0,3,3,0 days 07:31:40.737288135
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1405,Female,2,Research Director,Married,108830,3.0,Y,12,8,0,8.0,3,1,0,1,2.0,3.0,3.0,4,3,0 days 08:59:41.209205020
43,No,Non-Travel,Research & Development,6,2,Medical,1,1406,Male,1,Healthcare Representative,Divorced,20280,4.0,Y,20,8,1,7.0,2,5,2,2,4.0,4.0,4.0,2,4,0 days 08:00:49.760504201
45,No,Non-Travel,Research & Development,9,2,Medical,1,1407,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8,1.0,4.0,3.0,3,3,0 days 06:10:51.951754385
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1408,Female,1,Research Scientist,Married,29290,1.0,Y,12,8,0,8.0,2,8,1,7,2.0,1.0,,1,3,0 days 10:07:40.058823529
35,No,Travel_Frequently,Research & Development,1,3,Other,1,1409,Male,2,Research Director,Single,22750,5.0,Y,13,8,0,10.0,2,6,1,2,2.0,2.0,3.0,4,3,0 days 06:05:34.593886462
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1,1410,Male,2,Sales Executive,Divorced,78790,2.0,Y,11,8,1,11.0,2,5,0,2,3.0,3.0,3.0,3,3,0 days 06:24:07.929824561
38,No,Travel_Rarely,Sales,8,2,Marketing,1,1411,Male,5,Research Scientist,Married,49300,9.0,Y,14,8,0,14.0,0,1,0,0,4.0,3.0,3.0,3,3,0 days 06:17:31.690265486
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,1412,Female,1,Manufacturing Director,Married,78470,3.0,Y,14,8,1,9.0,3,7,1,7,4.0,4.0,1.0,4,3,0 days 07:15:49.276150627
27,No,Travel_Frequently,Research & Development,13,4,Medical,1,1413,Male,1,Manager,Married,44010,5.0,Y,13,8,0,6.0,4,2,2,0,3.0,1.0,3.0,2,3,0 days 06:31:02.861471861
49,No,Non-Travel,Research & Development,23,1,Other,1,1414,Female,2,Sales Executive,Divorced,92410,1.0,Y,19,8,1,7.0,5,7,1,7,4.0,4.0,3.0,3,3,0 days 09:35:36.292682926
34,No,Travel_Frequently,Research & Development,7,2,Medical,1,1415,Male,4,Sales Representative,Divorced,29740,1.0,Y,23,8,0,5.0,2,5,2,0,4.0,3.0,4.0,3,4,0 days 10:30:40.918103448
40,No,Travel_Rarely,Research & Development,23,3,Medical,1,1416,Female,1,Laboratory Technician,Married,45020,8.0,Y,12,8,2,15.0,0,7,3,7,3.0,4.0,4.0,2,3,0 days 10:24:02.586497890
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,1417,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0,2.0,1.0,3.0,3,3,0 days 08:22:10.574468085
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1,1418,Female,2,Research Scientist,Married,15550,1.0,Y,19,8,2,10.0,2,10,1,9,2.0,4.0,2.0,3,3,0 days 06:42:21.962809917
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1419,Female,4,Healthcare Representative,Divorced,129360,1.0,Y,11,8,2,4.0,3,4,2,2,4.0,2.0,2.0,3,3,0 days 08:31:41.595833333
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1420,Female,2,Laboratory Technician,Single,23050,1.0,Y,17,8,0,8.0,3,8,1,7,2.0,4.0,3.0,3,3,0 days 07:30:02.705627705
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1,1421,Male,1,Manufacturing Director,Married,167040,9.0,Y,22,8,0,5.0,2,3,0,2,4.0,4.0,1.0,4,4,0 days 06:05:30.619469026
46,No,Travel_Rarely,Research & Development,25,1,Medical,1,1422,Male,5,Research Scientist,Divorced,34330,7.0,Y,18,8,0,17.0,3,4,0,3,4.0,1.0,3.0,3,3,0 days 05:59:06.301310043
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1,1423,Male,1,Healthcare Representative,Married,34770,1.0,Y,11,8,0,14.0,2,14,9,8,4.0,4.0,2.0,4,3,0 days 07:46:56.970464135
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1,1424,Male,2,Healthcare Representative,Single,64300,1.0,Y,12,8,1,12.0,2,11,5,8,3.0,3.0,3.0,2,3,0 days 07:59:07.101265822
27,No,Travel_Frequently,Research & Development,18,2,Medical,1,1425,Female,1,Laboratory Technician,Single,65160,1.0,Y,19,8,1,7.0,4,7,0,7,4.0,3.0,3.0,3,3,0 days 06:11:52.823788546
51,No,Travel_Rarely,Research & Development,2,1,Medical,1,1426,Female,1,Manufacturing Director,Married,39070,5.0,Y,13,8,0,16.0,2,10,4,7,2.0,2.0,1.0,3,3,0 days 06:42:09.493670886
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1427,Female,2,Research Scientist,Single,55620,5.0,Y,13,8,0,8.0,3,5,0,4,4.0,1.0,3.0,2,3,0 days 08:31:31.786956521
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1428,Male,2,Human Resources,Single,68830,3.0,Y,19,8,2,16.0,3,1,0,0,4.0,4.0,3.0,2,3,0 days 09:05:25.435344827
30,Yes,Travel_Frequently,Sales,3,2,Medical,1,1429,Male,2,Healthcare Representative,Single,28620,5.0,Y,14,8,0,9.0,2,6,0,1,3.0,1.0,2.0,2,3,0 days 07:00:28.900862068
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1430,Male,1,Sales Executive,Single,49780,0.0,Y,13,8,0,7.0,3,6,1,5,3.0,3.0,2.0,2,3,0 days 07:47:06.954166666
45,No,Non-Travel,Research & Development,2,3,Medical,1,1431,Female,2,Research Scientist,Single,103680,6.0,Y,12,8,2,23.0,2,19,12,8,4.0,4.0,3.0,3,3,0 days 06:35:36.716157205
54,No,Travel_Rarely,Sales,8,2,Marketing,1,1432,Female,2,Laboratory Technician,Married,61340,2.0,Y,19,8,0,16.0,2,6,0,5,4.0,1.0,3.0,2,3,0 days 06:25:19.935064935
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1433,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7,4.0,2.0,4.0,2,4,0 days 07:35:14.412244897
33,No,Travel_Rarely,Sales,9,1,Other,1,1434,Female,3,Sales Executive,Married,32950,6.0,Y,22,8,2,7.0,2,3,1,1,3.0,2.0,3.0,3,4,0 days 07:29:38.487603305
37,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1435,Male,2,Laboratory Technician,Divorced,52380,1.0,Y,15,8,1,10.0,5,10,0,7,2.0,4.0,3.0,3,3,0 days 10:08:04.945833333
38,No,Travel_Rarely,Research & Development,1,2,Medical,1,1436,Male,4,Laboratory Technician,Divorced,64720,0.0,Y,12,8,0,17.0,4,16,5,13,1.0,3.0,2.0,3,3,0 days 06:53:03.793991416
31,No,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0.0,Y,11,8,1,6.0,2,5,1,4,3.0,3.0,3.0,2,3,0 days 05:59:38.609053497
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1438,Female,3,Manager,Married,198330,3.0,Y,13,8,0,7.0,2,1,0,0,3.0,4.0,3.0,3,3,0 days 06:10:59.037500
37,No,Travel_Frequently,Sales,2,3,Marketing,1,1439,Female,2,Laboratory Technician,Divorced,97560,4.0,Y,19,8,0,13.0,2,9,5,8,1.0,4.0,3.0,3,3,0 days 06:57:10.561983471
29,No,Travel_Frequently,Sales,15,4,Medical,1,1440,Female,1,Sales Executive,Married,49680,1.0,Y,19,8,3,11.0,4,11,4,1,2.0,4.0,3.0,3,3,0 days 06:19:00.962184873
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1,1441,Female,1,Sales Executive,Single,21450,1.0,Y,13,8,0,10.0,6,10,0,8,3.0,3.0,4.0,2,3,0 days 05:59:40.768595041
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1442,Female,1,Research Scientist,Single,21800,1.0,Y,21,8,0,4.0,2,4,0,1,3.0,4.0,2.0,3,4,0 days 08:21:12.698744769
52,No,Travel_Rarely,Research & Development,1,2,Medical,1,1443,Female,4,Manager,Single,83460,7.0,Y,14,8,0,6.0,5,2,2,2,3.0,4.0,2.0,3,3,0 days 07:24:23.025104602
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1444,Female,2,Sales Executive,Married,34450,1.0,Y,11,8,2,22.0,2,22,11,15,3.0,4.0,3.0,3,3,0 days 06:22:08.893162393
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1445,Male,1,Healthcare Representative,Married,27600,8.0,Y,11,8,0,7.0,3,2,2,2,2.0,3.0,2.0,4,3,0 days 06:43:11.562770562
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,1446,Male,2,Sales Executive,Divorced,62940,3.0,Y,23,8,1,32.0,2,7,0,6,4.0,4.0,2.0,4,4,0 days 07:42:16.599137931
33,Yes,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5.0,Y,21,8,0,8.0,2,5,0,4,3.0,4.0,1.0,2,4,0 days 10:53:05.541125541
43,No,Travel_Rarely,Sales,1,3,Marketing,1,1448,Female,2,Manufacturing Director,Married,29320,5.0,Y,24,8,0,22.0,3,17,1,9,4.0,4.0,3.0,3,4,0 days 09:17:14.590517241
